Date,Close
7/22/2015,120.61
7/23/2015,119.33
7/24/2015,117.94
7/27/2015,117.88
7/28/2015,121.52
7/29/2015,121.52
7/30/2015,120.56
7/31/2015,121.4
8/3/2015,120.89
8/4/2015,120.84
8/5/2015,123.92
8/6/2015,122.04
8/7/2015,121.82
8/10/2015,122.48
8/11/2015,122.26
8/12/2015,121.2
8/13/2015,120.52
8/14/2015,121.02
8/17/2015,123.82
8/18/2015,125.5
8/19/2015,123.22
8/20/2015,119.79
8/21/2015,116.28
8/24/2015,110.43
8/25/2015,109.98
8/26/2015,113.46
8/27/2015,117.77
8/28/2015,117.28
8/31/2015,115.7
9/1/2015,112.63
9/2/2015,114.23
9/3/2015,113.99
9/4/2015,112.36
9/8/2015,116.09
9/9/2015,115.08
9/10/2015,116.77
9/11/2015,118.7
9/14/2015,117.8
9/15/2015,120.03
9/16/2015,121.15
9/17/2015,123.26
9/18/2015,122.47
9/21/2015,123.94
9/22/2015,122.93
9/23/2015,123.28
9/24/2015,121.09
9/25/2015,116.37
9/28/2015,112.7
9/29/2015,114.22
9/30/2015,116.01
10/1/2015,116.61
10/2/2015,118.83
10/5/2015,119.65
10/6/2015,116.05
10/7/2015,116.43
10/8/2015,116.08
10/9/2015,119.27
10/12/2015,122.51
10/13/2015,123.99
10/14/2015,122.07
10/15/2015,120.17
10/16/2015,119.98
10/19/2015,120.73
10/20/2015,120.42
10/21/2015,118.11
10/22/2015,113.81
10/23/2015,115.92
10/26/2015,116.53
10/27/2015,119.37
10/28/2015,119.78
10/29/2015,119.71
10/30/2015,117.78
11/2/2015,118.69
11/3/2015,117.66
11/4/2015,114.64
11/5/2015,116.23
11/6/2015,114.81
11/9/2015,114.26
11/10/2015,115.89
11/11/2015,114.54
11/12/2015,112.82
11/13/2015,111.41
11/16/2015,113.82
11/17/2015,114.39
11/18/2015,117.25
11/19/2015,110.63
11/20/2015,112.97
11/23/2015,112.16
11/24/2015,113.19
11/25/2015,114.41
11/27/2015,114.34
11/30/2015,112.71
12/1/2015,116.26
12/2/2015,117.64
12/3/2015,115
12/4/2015,117.74
12/7/2015,115.91
12/8/2015,115.88
12/9/2015,115.05
12/10/2015,116.21
12/11/2015,115.98
12/14/2015,115.85
12/15/2015,117.61
12/16/2015,118.83
12/17/2015,119.22
12/18/2015,115.82
12/21/2015,117.41
12/22/2015,117.44
12/23/2015,118.69
12/24/2015,118.34
12/28/2015,118.33
12/29/2015,119.82
12/30/2015,118.92
12/31/2015,117.64
1/4/2016,116.46
1/5/2016,116.68
1/6/2016,115.49
1/7/2016,112.09
1/8/2016,110.16
1/11/2016,109.58
1/12/2016,112.26
1/13/2016,109.23
1/14/2016,110.76
1/15/2016,109.27
1/19/2016,112.58
1/20/2016,114.79
1/21/2016,113.5
1/22/2016,114.33
1/25/2016,113.38
1/26/2016,113.96
1/27/2016,112.33
1/28/2016,111.38
1/29/2016,115.16
2/1/2016,115.89
2/2/2016,113.88
2/3/2016,112.75
2/4/2016,114.2
2/5/2016,111.72
2/8/2016,110.02
2/9/2016,111.16
2/10/2016,112.74
2/11/2016,110.62
2/12/2016,111.82
2/16/2016,115.15
2/17/2016,118.3
2/18/2016,117.45
2/19/2016,117.68
2/22/2016,121.27
2/23/2016,121.15
2/24/2016,120.2
2/25/2016,121.2
2/26/2016,121.33
2/29/2016,119.1
3/1/2016,121.67
3/2/2016,121.27
3/3/2016,121.82
3/4/2016,121.8
3/7/2016,121.76
3/8/2016,121.66
3/9/2016,121.1
3/10/2016,122.09
3/11/2016,125.1
3/14/2016,125.22
3/15/2016,124.85
3/16/2016,124.9
3/17/2016,124.53
3/18/2016,126.72
3/21/2016,126.74
3/22/2016,128.02
3/23/2016,129.79
3/24/2016,128.59
3/28/2016,128.92
3/29/2016,129.83
3/30/2016,129.68
3/31/2016,128.9
4/1/2016,129.92
4/4/2016,129.49
4/5/2016,127.04
4/6/2016,128.03
4/7/2016,126.87
4/8/2016,125.68
4/11/2016,126.33
4/12/2016,126.8
4/13/2016,127.76
4/14/2016,127.98
4/15/2016,127.33
4/18/2016,127.81
4/19/2016,130.5
4/20/2016,133.93
4/21/2016,132.96
4/22/2016,134.13
4/25/2016,133.78
4/26/2016,134.24
4/27/2016,132.8
4/28/2016,132.07
4/29/2016,131.68
5/2/2016,132.1
5/3/2016,132.46
5/4/2016,132.03
5/5/2016,132.31
5/6/2016,132.04
5/9/2016,132.67
5/10/2016,133.57
5/11/2016,130.69
5/12/2016,129.74
5/13/2016,129
5/16/2016,130.64
5/17/2016,129.56
5/18/2016,130.51
5/19/2016,130
5/20/2016,130.94
5/23/2016,130.42
5/24/2016,132.59
5/25/2016,133.42
5/26/2016,132.98
5/27/2016,134
5/31/2016,133.67
6/1/2016,134.53
6/2/2016,136.04
6/3/2016,136.84
6/6/2016,138.15
6/7/2016,136.94
6/8/2016,140.4
6/9/2016,140.68
6/10/2016,139.24
6/13/2016,138.09
6/14/2016,137.87
6/15/2016,137.26
6/16/2016,138.66
6/17/2016,137.69
6/20/2016,138.52
6/21/2016,138.19
6/22/2016,137.9
6/23/2016,139.19
6/24/2016,137.29
6/27/2016,137.11
6/28/2016,138.71
6/29/2016,140.52
6/30/2016,141.2
7/1/2016,140.86
7/5/2016,141.56
7/6/2016,142.38
7/7/2016,140.8
7/8/2016,141.27
7/11/2016,140.32
7/12/2016,139.86
7/13/2016,141.48
7/14/2016,140.84
7/15/2016,141.33
7/18/2016,140.75
7/19/2016,142.59
7/20/2016,143.02
7/21/2016,142.87
7/22/2016,143.69
7/25/2016,141.73
7/26/2016,141.7
7/27/2016,141.68
7/28/2016,142.76
7/29/2016,143.2
8/1/2016,143.51
8/2/2016,143.17
8/3/2016,142.88
8/4/2016,142.71
8/5/2016,142.99
8/8/2016,142.13
8/9/2016,141.82
8/10/2016,142.19
8/11/2016,142.63
8/12/2016,142.88
8/15/2016,141.62
8/16/2016,141.08
8/17/2016,141.71
8/18/2016,142.17
8/19/2016,142.04
8/22/2016,142.09
8/23/2016,142.01
8/24/2016,139.87
8/25/2016,137.3
8/26/2016,136.62
8/29/2016,137.27
8/30/2016,136.87
8/31/2016,136.05
9/1/2016,135.74
9/2/2016,136.61
9/6/2016,135.97
9/7/2016,134.99
9/8/2016,135.44
9/9/2016,133.62
9/12/2016,135.53
9/13/2016,133.95
9/14/2016,133.69
9/15/2016,135.61
9/16/2016,138.47
9/19/2016,137.68
9/20/2016,137.47
9/21/2016,139.91
9/22/2016,141.04
9/23/2016,140.51
9/26/2016,139.72
9/27/2016,140.79
9/28/2016,140.41
9/29/2016,138.32
9/30/2016,140
10/3/2016,138.49
10/4/2016,138.16
10/5/2016,137.6
10/6/2016,136.47
10/7/2016,136.66
10/10/2016,138.08
10/11/2016,134.75
10/12/2016,135.1
10/13/2016,134.19
10/14/2016,133.92
10/17/2016,134.13
10/18/2016,143.39
10/19/2016,144.37
10/20/2016,145.07
10/21/2016,145.37
10/24/2016,144.69
10/25/2016,143.78
10/26/2016,142.23
10/27/2016,141.94
10/28/2016,140.35
10/31/2016,141.33
11/1/2016,139.43
11/2/2016,138.98
11/3/2016,137.83
11/4/2016,137.71
11/7/2016,141.93
11/8/2016,142.9
11/9/2016,141.9
11/10/2016,146.13
11/11/2016,146.42
11/14/2016,152.28
11/15/2016,152.23
11/16/2016,151.5
11/17/2016,150.77
11/18/2016,149.45
11/21/2016,150.41
11/22/2016,152.26
11/23/2016,153.54
11/25/2016,152.81
11/28/2016,152.11
11/29/2016,157.59
11/30/2016,158.32
12/1/2016,160.94
12/2/2016,160.73
12/5/2016,157.63
12/6/2016,157.32
12/7/2016,159.4
12/8/2016,159.32
12/9/2016,160.12
12/12/2016,159.49
12/13/2016,160.54
12/14/2016,159.86
12/15/2016,160.62
12/16/2016,163.94
12/19/2016,161.54
12/20/2016,161.59
12/21/2016,161.33
12/22/2016,161.58
12/23/2016,163.03
12/27/2016,162.64
12/28/2016,161.44
12/29/2016,161.04
12/30/2016,160.04
1/3/2017,161.45
1/4/2017,161.91
1/5/2017,162.18
1/6/2017,162.41
1/9/2017,161.95
1/10/2017,161.58
1/11/2017,161.89
1/12/2017,162.36
1/13/2017,161.8
1/17/2017,160.66
1/18/2017,157.74
1/19/2017,158.7
1/20/2017,158.66
1/23/2017,159.07
1/24/2017,160.43
1/25/2017,161.24
1/26/2017,162.75
1/27/2017,162.99
1/30/2017,162.09
1/31/2017,162.1
2/1/2017,162.71
2/2/2017,160.76
2/3/2017,161.87
2/6/2017,160.51
2/7/2017,160.53
2/8/2017,160.31
2/9/2017,160.44
2/10/2017,160.75
2/13/2017,161.99
2/14/2017,163.13
2/15/2017,164.29
2/16/2017,163.65
2/17/2017,157.62
2/21/2017,160.57
2/22/2017,160.57
2/23/2017,162.6
2/24/2017,163.06
2/27/2017,165.38
2/28/2017,165.38
3/1/2017,167.94
3/2/2017,167.31
3/3/2017,168.2
3/6/2017,168.7
3/7/2017,168.3
3/8/2017,167.91
3/9/2017,168.01
3/10/2017,169.98
3/13/2017,170.21
3/14/2017,169.06
3/15/2017,171.78
3/16/2017,171.3
3/17/2017,169.7
3/20/2017,168
3/21/2017,167.7
3/22/2017,167.03
3/23/2017,165.29
3/24/2017,165
3/27/2017,164.6
3/28/2017,165.35
3/29/2017,163.44
3/30/2017,164.99
3/31/2017,164.01
4/3/2017,165.59
4/4/2017,164.97
4/5/2017,165.37
4/6/2017,165.34
4/7/2017,166.02
4/10/2017,165.48
4/11/2017,165.83
4/12/2017,165.56
4/13/2017,164.96
4/17/2017,167.18
4/18/2017,168.59
4/19/2017,169.25
4/20/2017,171.54
4/21/2017,171.16
4/24/2017,172.33
4/25/2017,174.04
4/26/2017,174.38
4/27/2017,174.63
4/28/2017,174.88
5/1/2017,174.59
5/2/2017,174.14
5/3/2017,172.54
5/4/2017,174.02
5/5/2017,174.12
5/8/2017,174.44
5/9/2017,173.24
5/10/2017,173.39
5/11/2017,173.32
5/12/2017,171.81
5/15/2017,171.53
5/16/2017,168.12
5/17/2017,168.86
5/18/2017,171.45
5/19/2017,172.59
5/22/2017,174.7
5/23/2017,175.22
5/24/2017,175.59
5/25/2017,178.05
5/26/2017,177.5
5/30/2017,176.59
5/31/2017,175.18
6/1/2017,179.58
6/2/2017,179.39
6/5/2017,179.37
6/6/2017,180.82
6/7/2017,183.21
6/8/2017,181.69
6/9/2017,181.46
6/12/2017,179.25
6/13/2017,181.05
6/14/2017,182.36
6/15/2017,180.38
6/16/2017,181.63
6/19/2017,183.02
6/20/2017,183.27
6/21/2017,184.92
6/22/2017,186.5
6/23/2017,185.25
6/26/2017,185.12
6/27/2017,184.6
6/28/2017,185.7
6/29/2017,185.27
6/30/2017,185.42
7/3/2017,186.65
7/5/2017,188.25
7/6/2017,186.94
7/7/2017,187.96
7/10/2017,186.95
7/11/2017,185.95
7/12/2017,186.69
7/13/2017,185.48
7/14/2017,186.9
7/17/2017,186.35
7/18/2017,186.85
7/19/2017,189.19
7/20/2017,191.5
7/21/2017,191.78
7/24/2017,190.89
7/25/2017,190.4
7/26/2017,190.75
7/27/2017,188.93
7/28/2017,191.15
7/31/2017,191.81
8/1/2017,192.23
8/2/2017,193
8/3/2017,194.77
8/4/2017,194.88
8/7/2017,194.78
8/8/2017,194.9
8/9/2017,194.83
8/10/2017,192.57
8/11/2017,193.02
8/14/2017,193.71
8/15/2017,194.5
8/16/2017,193.77
8/17/2017,192.7
8/18/2017,190.82
8/21/2017,192.03
8/22/2017,194.79
8/23/2017,194.24
8/24/2017,194.75
8/25/2017,194.36
8/28/2017,195.09
8/29/2017,196.73
8/30/2017,195.88
8/31/2017,198.9
9/1/2017,199.75
9/5/2017,199.31
9/6/2017,198.38
9/7/2017,198.17
9/8/2017,197.75
9/11/2017,199.58
9/12/2017,197.47
9/13/2017,198.33
9/14/2017,197.73
9/15/2017,198.18
9/18/2017,198.19
9/19/2017,194.65
9/20/2017,195.75
9/21/2017,195.21
9/22/2017,193.03
9/25/2017,191.75
9/26/2017,192.7
9/27/2017,194.49
9/28/2017,196.1
9/29/2017,195.85
10/2/2017,197.44
10/3/2017,198.63
10/4/2017,200.48
10/5/2017,197.9
10/6/2017,198.06
10/9/2017,196.3
10/10/2017,194.68
10/11/2017,195.26
10/12/2017,192.92
10/13/2017,192.52
10/16/2017,193.2
10/17/2017,203.89
10/18/2017,205.23
10/19/2017,203.25
10/20/2017,207.49
10/23/2017,207.01
10/24/2017,208.15
10/25/2017,207.56
10/26/2017,209.15
10/27/2017,212.6
10/30/2017,209.39
10/31/2017,210.22
11/1/2017,209.53
11/2/2017,211.1
11/3/2017,212.87
11/6/2017,212.12
11/7/2017,212.7
11/8/2017,210.77
11/9/2017,211.56
11/10/2017,211.07
11/13/2017,212.66
11/14/2017,211.71
11/15/2017,209.86
11/16/2017,211.13
11/17/2017,209.9
11/20/2017,210.25
11/21/2017,212.6
11/22/2017,211.22
11/24/2017,212.51
11/27/2017,212.4
11/28/2017,216.14
11/29/2017,222.88
11/30/2017,228.17
12/1/2017,226.78
12/4/2017,221.42
12/5/2017,220.09
12/6/2017,219.94
12/7/2017,220.15
12/8/2017,223.91
12/11/2017,222.77
12/12/2017,222.49
12/13/2017,224.35
12/14/2017,221.25
12/15/2017,221.82
12/18/2017,222.67
12/19/2017,222.04
12/20/2017,222.38
12/21/2017,221.69
12/22/2017,220
12/26/2017,219.6
12/27/2017,220.42
12/28/2017,222.77
12/29/2017,220.46
1/2/2018,221.16
1/3/2018,223.48
1/4/2018,224.45
1/5/2018,228.73
1/8/2018,224.76
1/9/2018,225.88
1/10/2018,224.2
1/11/2018,225.39
1/12/2018,228.64
1/16/2018,232.9
1/17/2018,238.43
1/18/2018,243.16
1/19/2018,243.35
1/22/2018,243.56
1/23/2018,245.21
1/24/2018,244.85
1/25/2018,245.18
1/26/2018,248.47
1/29/2018,247.41
1/30/2018,236.65
1/31/2018,236.78
2/1/2018,235.22
2/2/2018,231.88
2/5/2018,220.02
2/6/2018,225.18
2/7/2018,225.82
2/8/2018,216.46
2/9/2018,220.96
2/12/2018,225.69
2/13/2018,226.64
2/14/2018,228.78
2/15/2018,226.02
2/16/2018,229.37
2/20/2018,226.66
2/21/2018,225.13
2/22/2018,227.09
2/23/2018,230.16
2/26/2018,234.06
2/27/2018,232.52
2/28/2018,226.16
3/1/2018,224.45
3/2/2018,225.19
3/5/2018,228.38
3/6/2018,226.18
3/7/2018,227.27
3/8/2018,224.73
3/9/2018,225.43
3/12/2018,222.77
3/13/2018,226.94
3/14/2018,225.38
3/15/2018,229.48
3/16/2018,227.86
3/19/2018,225.05
3/20/2018,226.78
3/21/2018,222.82
3/22/2018,215.21
3/23/2018,212.55
3/26/2018,219.07
3/27/2018,217.96
3/28/2018,218.5
3/29/2018,214
4/2/2018,217.2
4/3/2018,224.58
4/4/2018,228.79
4/5/2018,229.07
4/6/2018,223.96
4/9/2018,222.73
4/10/2018,226.79
4/11/2018,221.9
4/12/2018,224.24
4/13/2018,224.28
4/16/2018,230.32
4/17/2018,238.55
4/18/2018,236.4
4/19/2018,235.76
4/20/2018,235.06
4/23/2018,234.34
4/24/2018,234.22
4/25/2018,234.9
4/26/2018,237.03
4/27/2018,240.18
4/30/2018,236.4
5/1/2018,236.85
5/2/2018,233.46
5/3/2018,234.15
5/4/2018,235.9
5/7/2018,233.78
5/8/2018,232.03
5/9/2018,229.21
5/10/2018,233.71
5/11/2018,238.28
5/14/2018,242.9
5/15/2018,239.5
5/16/2018,241.72
5/17/2018,242.96
5/18/2018,244.64
5/21/2018,247.9
5/22/2018,245.18
5/23/2018,244.26
5/24/2018,242.73
5/25/2018,244.95
5/29/2018,242.17
5/30/2018,244.94
5/31/2018,241.51
6/1/2018,243.35
6/4/2018,244.63
6/5/2018,244.43
6/6/2018,248.65
6/7/2018,248.98
6/8/2018,250.68
6/11/2018,253.78
6/12/2018,253.58
6/13/2018,252.87
6/14/2018,255.33
6/15/2018,255.98
6/18/2018,254.87
6/19/2018,253.02
6/20/2018,252.81
6/21/2018,251.89
6/22/2018,254.37
6/25/2018,250.71
6/26/2018,249.77
6/27/2018,248.17
6/28/2018,244.9
6/29/2018,245.34
7/2/2018,247.48
7/3/2018,246.98
7/5/2018,250.5
7/6/2018,250.76
7/9/2018,253.67
7/10/2018,255.54
7/11/2018,254.59
7/12/2018,256.05
7/13/2018,258.7
7/16/2018,256.98
7/17/2018,250.29
7/18/2018,255.42
7/19/2018,252.93
7/20/2018,252.7
7/23/2018,252.74
7/24/2018,253.76
7/25/2018,254.86
7/26/2018,257
7/27/2018,255.95
7/30/2018,253.84
7/31/2018,253.22
8/1/2018,253.37
8/2/2018,256.08
8/3/2018,257.22
8/6/2018,256.76
8/7/2018,257.65
8/8/2018,258.81
8/9/2018,261.59
8/10/2018,260.36
8/13/2018,260.91
8/14/2018,263.48
8/15/2018,260.61
8/16/2018,263.1
8/17/2018,262.33
8/20/2018,262.4
8/21/2018,261.69
8/22/2018,260.74
8/23/2018,261.42
8/24/2018,264.28
8/27/2018,267.08
8/28/2018,268.51
8/29/2018,269
8/30/2018,268.39
8/31/2018,268.46
9/4/2018,268.51
9/5/2018,267.64
9/6/2018,269.65
9/7/2018,268.28
9/10/2018,259.73
9/11/2018,261.04
9/12/2018,262.67
9/13/2018,265.49
9/14/2018,265.31
9/17/2018,263.87
9/18/2018,263.29
9/19/2018,265.33
9/20/2018,266.39
9/21/2018,266.67
9/24/2018,267.36
9/25/2018,263.51
9/26/2018,262.91
9/27/2018,264.65
9/28/2018,266.04
10/1/2018,269.1
10/2/2018,270.63
10/3/2018,270.9
10/4/2018,268.32
10/5/2018,269.2
10/8/2018,269.01
10/9/2018,270.11
10/10/2018,263.08
10/11/2018,257.12
10/12/2018,259.61
10/15/2018,260.25
10/16/2018,272.57
10/17/2018,267.3
10/18/2018,266.81
10/19/2018,265.3
10/22/2018,262.19
10/23/2018,264.86
10/24/2018,256.32
10/25/2018,264.24
10/26/2018,258.18
10/29/2018,256.52
10/30/2018,258.28
10/31/2018,261.35
11/1/2018,260.93
11/2/2018,261.01
11/5/2018,261.01
11/6/2018,263.54
11/7/2018,274.63
11/8/2018,276.65
11/9/2018,276.55
11/12/2018,272.38
11/13/2018,269.22
11/14/2018,264.96
11/15/2018,264.94
11/16/2018,271.11
11/19/2018,266.05
11/20/2018,261.5
11/21/2018,260.55
11/23/2018,261.62
11/26/2018,266.16
11/27/2018,271.15
11/28/2018,280.95
11/29/2018,282.55
11/30/2018,281.36
12/3/2018,286.33
12/4/2018,278.55
12/6/2018,276.85
12/7/2018,269.18
12/10/2018,266.53
12/11/2018,267.22
12/12/2018,270.64
12/13/2018,272.15
12/14/2018,265.02
12/17/2018,258.07
12/18/2018,252.97
12/19/2018,250.31
12/20/2018,242.44
12/21/2018,238.34
12/24/2018,232.94
12/26/2018,243.35
12/27/2018,245.97
12/28/2018,246.24
12/31/2018,249.12
1/2/2019,243.49
1/3/2019,236.85
1/4/2019,239.62
1/7/2019,240.08
1/8/2019,243.29
1/9/2019,243.64
1/10/2019,244.87
1/11/2019,247.67
1/14/2019,248.06
1/15/2019,256.87
1/16/2019,261.46
1/17/2019,259.77
1/18/2019,265.5
1/22/2019,265.69
1/23/2019,267.02
1/24/2019,266.13
1/25/2019,268.05
1/28/2019,266.77
1/29/2019,267.34
1/30/2019,270.37
1/31/2019,270.2
2/1/2019,268.72
2/4/2019,268.21
2/5/2019,266.31
2/6/2019,269.5
2/7/2019,269
2/8/2019,261.9
2/11/2019,257.14
2/12/2019,263.5
2/13/2019,263.8
2/14/2019,265.33
2/15/2019,271.13
2/19/2019,270.41
2/20/2019,269.51
2/21/2019,266.4
2/22/2019,267.11
2/25/2019,264.6
2/26/2019,262.98
2/27/2019,250.08
2/28/2019,242.22
3/1/2019,246.15
3/4/2019,236.02
3/5/2019,241.43
3/6/2019,239.07
3/7/2019,236.7
3/8/2019,237.29
3/11/2019,243.15
3/12/2019,245.88
3/13/2019,252.25
3/14/2019,253.27
3/15/2019,251.4
3/18/2019,255
3/19/2019,257.13
3/20/2019,250.5
3/21/2019,252.02
3/22/2019,247.09
3/25/2019,246.86
3/26/2019,243.39
3/27/2019,241.71
3/28/2019,242.23
3/29/2019,247.26
4/1/2019,245.54
4/2/2019,244.41
4/3/2019,245.84
4/4/2019,247.39
4/5/2019,248.78
4/8/2019,248.75
4/9/2019,248.79
4/10/2019,246.03
4/11/2019,235.42
4/12/2019,223.22
4/15/2019,230.2
4/16/2019,220.96
4/17/2019,216.84
4/18/2019,221.75
4/22/2019,227.11
4/23/2019,230.58
4/24/2019,230.35
4/25/2019,230.79
4/26/2019,237
4/29/2019,237.45
4/30/2019,233.07
5/1/2019,231.95
5/2/2019,232.45
5/3/2019,231.95
5/6/2019,240.5
5/7/2019,238.05
5/8/2019,239.15
5/9/2019,237.97
5/10/2019,240.59
5/13/2019,239.55
5/14/2019,236.43
5/15/2019,236.08
5/16/2019,236.79
5/17/2019,241.38
5/20/2019,245.99
5/21/2019,249.94
5/22/2019,249.34
5/23/2019,246.5
5/24/2019,247.63
5/28/2019,242.06
5/29/2019,242.4
5/30/2019,243.5
5/31/2019,241.8
6/3/2019,236.56
6/4/2019,240.76
6/5/2019,242.77
6/6/2019,241.82
6/7/2019,246.77
6/10/2019,248.14
6/11/2019,245.87
6/12/2019,244.5
6/13/2019,244.96
6/14/2019,245.37
6/17/2019,245.97
6/18/2019,245.7
6/19/2019,250.19
6/20/2019,247.76
6/21/2019,252.28
6/24/2019,249.64
6/25/2019,247.66
6/26/2019,243.47
6/27/2019,246.34
6/28/2019,244.01
7/1/2019,242.64
7/2/2019,243.97
7/3/2019,245.21
7/5/2019,246.99
7/8/2019,247.84
7/9/2019,246
7/10/2019,247.48
7/11/2019,261.16
7/12/2019,265.9
7/15/2019,265.96
7/16/2019,264.66
7/17/2019,266.65
7/18/2019,260.6
7/19/2019,256.65
7/22/2019,255.32
7/23/2019,255.01
7/24/2019,251.13
7/25/2019,248.7
7/26/2019,252.94
7/29/2019,253.82
7/30/2019,254.93
7/31/2019,249.01
8/1/2019,249.25
8/2/2019,250.05
8/5/2019,245.06
8/6/2019,248.28
8/7/2019,246.45
8/8/2019,247.62
8/9/2019,248.63
8/12/2019,243.2
8/13/2019,249.22
8/14/2019,243.2
8/15/2019,244.25
8/16/2019,245.69
8/19/2019,244.71
8/20/2019,240.16
8/21/2019,240.35
8/22/2019,232.94
8/23/2019,230.66
8/26/2019,231.08
8/27/2019,222.93
8/28/2019,227.35
8/29/2019,230.62
8/30/2019,234
9/3/2019,230.62
9/4/2019,226.73
9/5/2019,229.59
9/6/2019,229
9/9/2019,230.68
9/10/2019,232.46
9/11/2019,234.21
9/12/2019,230.1
9/13/2019,233.61
9/16/2019,234.43
9/17/2019,232.52
9/18/2019,230.61
9/19/2019,232.85
9/20/2019,232.89
9/23/2019,228.77
9/24/2019,225
9/25/2019,222.17
9/26/2019,215.48
9/27/2019,215.26
9/30/2019,217.32
10/1/2019,217.21
10/2/2019,216.75
10/3/2019,215.36
10/4/2019,219.8
10/7/2019,221.24
10/8/2019,220.11
10/9/2019,222.08
10/10/2019,223.73
10/11/2019,222.07
10/14/2019,220.59
10/15/2019,238.59
10/16/2019,236.99
10/17/2019,243.67
10/18/2019,245.34
10/21/2019,243.92
10/22/2019,249.48
10/23/2019,247.8
10/24/2019,244.51
10/25/2019,244.91
10/28/2019,247.05
10/29/2019,252.29
10/30/2019,254.8
10/31/2019,252.7
11/1/2019,252.21
11/4/2019,251.25
11/5/2019,250.3
11/6/2019,250.52
11/7/2019,256.46
11/8/2019,256.97
11/11/2019,254.09
11/12/2019,255.25
11/13/2019,253.57
11/14/2019,255.83
11/15/2019,269.4
11/18/2019,272.93
11/19/2019,274.23
11/20/2019,275.56
11/21/2019,276.55
11/22/2019,276.84
11/25/2019,282.67
11/26/2019,281.4
11/27/2019,280.67
11/29/2019,279.87
12/2/2019,279.66
12/3/2019,276.9
12/4/2019,279.32
12/5/2019,282
12/6/2019,280.19
12/9/2019,277.54
12/10/2019,279.52
12/11/2019,280.5
12/12/2019,283.61
12/13/2019,285.48
12/16/2019,292.03
12/17/2019,290.47
12/18/2019,292.9
12/19/2019,294.62
12/20/2019,292.59
12/23/2019,295.09
12/24/2019,294.54
12/26/2019,295.65
12/27/2019,295.97
12/30/2019,293.85
12/31/2019,293.98
1/2/2020,292.5
1/3/2020,289.54
1/6/2020,291.55
1/7/2020,289.79
1/8/2020,295.9
1/9/2020,294.22
1/10/2020,295.13
1/13/2020,285.85
1/14/2020,288.24
1/15/2020,296.41
1/16/2020,300.74
1/17/2020,298.47
1/21/2020,300.53
1/22/2020,300.59
1/23/2020,299.46
1/24/2020,292.81
1/27/2020,284.09
1/28/2020,285.87
